contrast,estimate,SE,df,asymp.LCL,asymp.UCL,z.ratio,p.value,lower.CL,upper.CL,p.value.raw,p.value.holm,holm_reject_0.05,supports_h2_attenuation,ci_excludes_zero
did_mid_vs_easy,-1.7449294124316281,0.6828588744705548,Inf,-3.083308212917473,-0.4065506119457831,-2.555329479732595,0.010608732636928164,-3.083308212917473,-0.4065506119457831,0.010608732636928164,0.023486814784250177,TRUE,TRUE,TRUE
did_hard_vs_easy,-1.9588627953140763,0.7365919563243022,Inf,-3.402556501011609,-0.5151690896165437,-2.6593594710008484,0.007828938261416726,-3.402556501011609,-0.5151690896165437,0.007828938261416726,0.023486814784250177,TRUE,TRUE,TRUE
did_hard_vs_mid,-0.21393338288244806,0.7441550306247323,Inf,-1.672450441821224,1.2445836760563278,-0.2874849649310936,0.7737410125343822,-1.672450441821224,1.2445836760563278,0.7737410125343822,0.7737410125343822,FALSE,TRUE,FALSE
