contrast,estimate,SE,df,asymp.LCL,asymp.UCL,z.ratio,p.value,lower.CL,upper.CL,p.value.raw,p.value.holm,holm_reject_0.05,supports_h2_attenuation,ci_excludes_zero
did_mid_vs_easy,-0.8236698268211312,0.2543474058115891,Inf,-1.3221815817730393,-0.3251580718692231,-3.2383653538470707,0.0012021675113470113,-1.3221815817730393,-0.3251580718692231,0.0012021675113470113,0.0024043350226940225,TRUE,TRUE,TRUE
did_hard_vs_easy,-0.9621669019833685,0.255602056318526,Inf,-1.4631377267420578,-0.46119607722467915,-3.7643159677257683,1.6700560766131798e-4,-1.4631377267420578,-0.46119607722467915,1.6700560766131798e-4,5.01016822983954e-4,TRUE,TRUE,TRUE
did_hard_vs_mid,-0.1384970751622373,0.24845577154160373,Inf,-0.6254614391348923,0.3484672888104176,-0.5574315070360363,0.5772326437530386,-0.6254614391348923,0.3484672888104176,0.5772326437530386,0.5772326437530386,FALSE,TRUE,FALSE
