analysis_role,dl_ord,pred_dashboard,pred_chatbot,diff_time_s,diff_time_CI_low_boot,diff_time_CI_high_boot,ratio_time_dashboard_chatbot,ratio_time_CI_low_boot,ratio_time_CI_high_boot,% change_boot_center,% change_CI_low_boot,% change_CI_high_boot,log_effect,SE_robust,z,p_value,TR,TR_CI_low,TR_CI_high,p_value_holm,holm_reject,holm_alpha,holm_family,holm_n_tests,holm_significant
PRIMARY simple effect,low,175.13126500896703,165.37337400545897,9.757891003508064,-51.77420588381765,73.2467622414097,1.0590052120674878,0.7345934563019022,1.5386869022906111,5.900521206748777,-26.540654369809776,53.8686902290611,0.05732998829505888,0.17372876261907222,0.3299971025567248,0.7414021514317988,1.059005212067487,0.7533900960247762,1.4885940830701092,1.0,False,0.05,simple_interface_effects_within_dl,3,No
PRIMARY simple effect,medium,221.4960929638234,220.26826826693565,1.227824696887751,-34.8210466802434,37.3444413630067,1.0055742241338175,0.8579792474069066,1.1881614431382257,0.5574224133817474,-14.202075259309343,18.816144313822576,0.005558745640225342,0.08088008033548287,0.06872824083715291,0.945205938410918,1.0055742241338175,0.858161216707779,1.1783095070662646,1.0,False,0.05,simple_interface_effects_within_dl,3,No
PRIMARY simple effect,high,240.55526404091484,226.51227523473847,14.042988806176368,-28.7576156237657,56.04043596935124,1.0619965906555102,0.8875478714619665,1.2786451741170652,6.199659065551022,-11.245212853803352,27.864517411706515,0.060150712509047535,0.08594729013237416,0.6998558350868853,0.4840173411111497,1.0619965906555096,0.8973557635069895,1.2568446143992937,1.0,False,0.05,simple_interface_effects_within_dl,3,No
