family,label,prob_diff,prob_diff_CI_low_boot,prob_diff_CI_high_boot,cohens_h,cohens_h_CI_low_boot,cohens_h_CI_high_boot,avg_logit_contrast,OR_or_ratioOR
simple_interface_by_dl,dashboard-chatbot @ DL=G1_lowest,-0.048540413838329854,-0.10925446521345589,0.006224951882512032,-0.1142604632146127,-0.2555654882262588,0.01459246735420126,-0.32333527335531226,0.7237311659103631
simple_interface_by_dl,dashboard-chatbot @ DL=G2,0.030942664702240386,-0.09127258793561582,0.1524038530495481,0.07228201548184687,-0.20269698604698086,0.38401769444468087,0.2034965010770186,1.2256808690707437
simple_interface_by_dl,dashboard-chatbot @ DL=G3,-0.009757627315039041,-0.10108191371051939,0.07264946103717664,-0.021792222817854867,-0.22169728125108035,0.16276196899847278,-0.05955790248069698,0.9421809773959191
simple_interface_by_dl,dashboard-chatbot @ DL=G4,-0.07514807239044552,-0.18790283896441665,0.025007555766057298,-0.16838125559648276,-0.4219503717845673,0.055061008922906045,-0.46122823038303323,0.6305087597197488
simple_interface_by_dl,dashboard-chatbot @ DL=G5_highest,-0.02970871686900456,-0.10055969782715903,0.035178872857412995,-0.0692628918181386,-0.23996852873689503,0.08456594441365049,-0.19474441041366225,0.8230449929044487
low_high_dl_within_interface,high-low DL @ chatbot,-0.015641256072528975,-0.08562574838678688,0.055769803820671045,-0.037722144193575335,-0.20388703002274483,0.13380773622990086,-0.10843022953821005,0.8972414935865177
low_high_dl_within_interface,high-low DL @ dashboard,0.0031904408967963205,-0.06538727425601396,0.07066357508163401,0.007275427202898754,-0.15184420524243325,0.16429144731308015,0.02016063340343996,1.0203652316030767
did_high_low,[high-low DL] dashboard - chatbot,0.018831696969325296,-0.0727626194420666,0.09861214263781047,,,,0.12859086294165,1.1372247481827886
