term,Estimate_log,SE_robust,z,p,CI_low_log,CI_high_log,TR_or_ratioTR,TR_or_ratioTR_CI_low,TR_or_ratioTR_CI_high,pct_change
"C(complexity, Treatment(reference='easy'))[T.mid]",0.6605389106461761,0.04736169994736015,13.946689231601225,3.2955190076184795e-44,0.5677116845027577,0.7533661367895945,1.9358352955953841,1.7642253246733377,2.1241381354542934,93.58352955953842
"C(complexity, Treatment(reference='easy'))[T.hard]",1.2753163320448058,0.053853068964729064,23.681404914547603,5.605932540626913e-124,1.169766256416985,1.3808664076726265,3.579833647108368,3.221239606436361,3.978347005098014,257.9833647108368
