term,Estimate_log,SE_robust,z,p,CI_low_log,CI_high_log,TR_or_ratioTR,TR_or_ratioTR_CI_low,TR_or_ratioTR_CI_high,pct_change
"C(industry_role, Treatment(reference='Junior Management'))[T.Middle Management]",0.0955360000858323,0.08830326370957604,1.0819079167905308,0.27929344672446044,-0.07753521650227951,0.2686072166739441,1.1002484303589093,0.9253944346675742,1.3081412240631245,10.024843035890928
"C(industry_role, Treatment(reference='Junior Management'))[T.Upper Management]",0.009980935002432651,0.10165497478768959,0.09818442258510443,0.9217858516701544,-0.18925915443076616,0.20922102443563148,1.0100309106637522,0.8275720099488868,1.2327174290962988,1.0030910663752168
