model,group,coef_name,variance_random_effect,sd_random_effect,source
null_interface_role,participant_id,(Intercept),0.4089032192717879,0.6394554083529108,model$ST
additive_complexity_adjusted,participant_id,(Intercept),0.8756822035495185,0.9357789287804671,model$ST
