contrast,estimate,SE,df,asymp.LCL,asymp.UCL,z.ratio,p.value,lower.CL,upper.CL,p.value.raw,supports_h4_higher_mwl,ci_excludes_zero
mid_minus_easy,1.1235762653982373,0.3399385938709923,Inf,0.30977013849237367,1.937382392304101,3.305233020480863,9.489746632980108e-4,0.30977013849237367,1.937382392304101,9.489746632980108e-4,TRUE,TRUE
hard_minus_easy,4.53551363087334,0.3656999868394332,Inf,3.6600352495858424,5.410992012160838,12.402279994789101,7.619764810221904e-35,3.6600352495858424,5.410992012160838,7.619764810221904e-35,TRUE,TRUE
hard_minus_mid,3.4119373654751026,0.3743665869341885,Inf,2.5157113186276554,4.30816341232255,9.113893933260934,1.589540019315549e-19,2.5157113186276554,4.30816341232255,1.589540019315549e-19,TRUE,TRUE
