interface,dl_ord,pred_accuracy,CI_low_boot,CI_high_boot
chatbot,low,0.8131330846600552,0.7638600504638873,0.8641511133485582
dashboard,low,0.6890983052350683,0.6071595349468238,0.7680908781581147
chatbot,medium,0.7319015321140537,0.6895178995392371,0.7648157066970412
dashboard,medium,0.7317862564523785,0.6916382362866664,0.7708307219802015
chatbot,high,0.7822978628182834,0.7508008308981022,0.8208295667192382
dashboard,high,0.7446309816832261,0.6828239960909536,0.7967518409547212
