family,label,prob_diff,prob_diff_CI_low_boot,prob_diff_CI_high_boot,cohens_h,cohens_h_CI_low_boot,cohens_h_CI_high_boot,avg_logit_contrast,OR_or_ratioOR,p_value,p_value_holm,reject_holm
simple_interface_by_dl,dashboard-chatbot @ DL=low,-0.12403477942498686,-0.220217005474253,-0.034486671089600844,-0.2889071464478159,-0.49907225504767566,-0.07852983138166642,-0.8126758713009556,0.4436692745266687,0.00401685986485764,0.01205057959457292,True
simple_interface_by_dl,dashboard-chatbot @ DL=medium,-0.00011527566167524039,-0.05593724482545931,0.05454109975686606,-0.00026021633394179844,-0.12440330993289304,0.12343657731142481,-0.0007161968851371325,0.9992840595226355,0.9968010895128094,0.9968010895128094,False
simple_interface_by_dl,dashboard-chatbot @ DL=high,-0.03766688113505734,-0.10303672069744518,0.022147389396181136,-0.08870004777447882,-0.23906377789547492,0.0530337877055778,-0.2510296113025371,0.7779993336442255,0.23029941331643067,0.46059882663286134,False
low_high_dl_within_interface,high-low DL @ chatbot,-0.030835221841771787,-0.09979090119250678,0.027565038326828037,-0.07681122286558173,-0.25208687889870657,0.06888309726576973,-0.2255872489499458,0.7980474286101297,0.2904338320742109,0.46439860772997954,False
low_high_dl_within_interface,high-low DL @ dashboard,0.055532676448157736,-0.03743137267088659,0.15078668157076075,0.12339587580775535,-0.08282019012574043,0.3245838033631779,0.33605901104847274,1.3994216037104632,0.23219930386498977,0.46439860772997954,False
did_high_low,[high-low DL] dashboard - chatbot,0.08636789828992952,-0.02462039835835731,0.19990625209495902,,,,0.5616462599984186,1.7535569360178003,0.10860300716263363,0.10860300716263363,False
