term,Estimate_logit,SE_robust,z,p,CI_low_logit,CI_high_logit,OR,OR_CI_low,OR_CI_high,p_value_holm,reject_holm,holm_family
"iface_dash:C(dl_ord, Treatment(reference='low'))[T.medium]",0.8119596744158185,0.3359010641988959,2.417258416112179,0.01563791070879302,0.15360568621730597,1.470313662614331,2.252317473615291,1.1660310140174384,4.350599547497885,0.03127582141758604,True,interface_by_dl_terms
"iface_dash:C(dl_ord, Treatment(reference='low'))[T.high]",0.5616462599984186,0.35004354358726714,1.6045039832548664,0.10860300716263363,-0.1244264784534016,1.2477189984502388,1.7535569360178003,0.8830031787392983,3.482390552938203,0.10860300716263363,False,interface_by_dl_terms
