term,Estimate_logit,SE,z,p,CI_low_logit,CI_high_logit,OR,OR_CI_low,OR_CI_high
iface_dash,2.2320331495769232,0.5200427030093685,4.292018975866129,1.7705581331121832e-05,1.2127681812557014,3.251298117898145,9.318793332717021,3.3627805663565895,25.823840558225314
dl_medium,0.4031162820110105,0.37662240427076416,1.0703459949270548,0.28446359834810275,-0.3350500661305715,1.1412826301525925,1.4964808953545876,0.7153022730390504,3.1307814256575277
dl_high,-0.3040362512350772,0.4222048231414029,-0.7201155329607658,0.47145386458197636,-1.13154249869133,0.5234699962211755,0.737834118567692,0.3225353621463201,1.6878744175517504
task_T2,0.5710318358360714,0.2157337084956486,2.6469291230284915,0.008122637538152008,0.14820153693333749,0.9938621347388054,1.7700925543928694,1.1597466045859004,2.7016484797002915
task_T3,2.0427574343567834,0.2363530082556925,8.642823924402427,5.484040062923811e-18,1.579514050537928,2.5060008181756386,7.711844813359743,4.852597121221067,12.255818675995584
iface_dash_x_dl_medium,-1.2573781406348548,0.5616331759332578,-2.2387889364717237,0.02516965248020148,-2.3581589379868877,-0.1565973432828216,0.2843987032578914,0.09459421679985958,0.8550482804450921
iface_dash_x_dl_high,-0.5527664191174069,0.6184523980829693,-0.8937897578388075,0.37143439019163316,-1.764910845512455,0.6593780072776412,0.5753559310808548,0.17120204923552573,1.9335892818345146
