IFDIFF__low,IFH__low,CELL__chatbot__low,CELL__dashboard__low,IFDIFF__medium,IFH__medium,CELL__chatbot__medium,CELL__dashboard__medium,IFDIFF__high,IFH__high,CELL__chatbot__high,CELL__dashboard__high,DLGRAD__chatbot,DLH__chatbot,DLGRAD__dashboard,DLH__dashboard,DID__HIGH_LOW
-0.039627424925586796,-0.08949908564758324,0.7515828729696724,0.7119554480440856,-0.009336188548770719,-0.02070257617511162,0.7205756565330811,0.7112394679843104,-0.0796855869229568,-0.18249352215307746,0.7813370464003796,0.7016514594774228,0.029754173430707187,0.070358856659968,-0.010303988566662814,-0.02263557984552622,-0.04005816199737
-0.0633491398026329,-0.1478187610349102,0.7878816062148853,0.7245324664122524,0.03916360903065352,0.0869698439047002,0.697217149026777,0.7363807580574305,0.0006973916832989646,0.0016347872915409845,0.7604516673806914,0.7611490590639903,-0.02742993883419398,-0.06562844705282123,0.03661659265173789,0.08382510127362996,0.06404653148593187
-0.08880483688698226,-0.21631579131013368,0.8270012526738849,0.7381964157869026,0.007054883724712968,0.015783974620142693,0.7205596868193362,0.7276145705440492,-0.01597755333722306,-0.03810321824589069,0.7802388291054473,0.7642612757682242,-0.04676242356843763,-0.11790083779576355,0.026064859981321575,0.06031173526847944,0.0728272835497592
-0.09386294632620529,-0.216209717749426,0.792060448518236,0.6981975021920307,-0.008663485440035146,-0.01957015114088545,0.7367435701039992,0.728080084663964,-0.07098272980041598,-0.16365021956541215,0.7825398598817374,0.7115571300813214,-0.009520588636498628,-0.023266675235473766,0.013359627889290682,0.029292822948540076,0.02288021652578931
-0.10528430283150358,-0.2509401987764437,0.8207828535993217,0.7154985507678181,0.049417292163379645,0.10840010221864183,0.679858840583489,0.7292761327468686,-0.037660684180219284,-0.08691209472021555,0.7678262378113575,0.7301655536311382,-0.05295661578796418,-0.13125745387146592,0.014667002863320122,0.03277065018476222,0.0676236186512843
-0.0745180905221543,-0.17119032476353868,0.7814248448350968,0.7069067543129425,-0.021678576861847598,-0.04884992356986917,0.7410333061102343,0.7193547292483867,-0.029406096390154235,-0.0675784205793053,0.7606942581740679,0.7312881617839136,-0.020730586661028894,-0.04935208494104337,0.024381407470971173,0.05425981924319001,0.045111994132000066
-0.08665696851186566,-0.21445262333787207,0.8350518513969473,0.7483948828850816,0.004430741195870169,0.010521089131556138,0.7673143728771677,0.7717451140730379,-0.025999970103438907,-0.0631817349198216,0.7967640668680667,0.7707640967646278,-0.0382877845288806,-0.09891290630820526,0.022369213879546157,0.052357982109845214,0.060656998408426754
-0.09309599549817016,-0.22107600650162373,0.8131410775298553,0.7200450820316852,-0.012267079953799498,-0.027880333164294058,0.7435886236259414,0.7313215436721419,-0.06894284190020927,-0.16936043533496514,0.8230732739212661,0.7541304320210568,0.009932196391410741,0.025749505499568226,0.03408534998937163,0.07746507666622682,0.024153153597960886
-0.15888091729127618,-0.37520505430146467,0.8367062736443085,0.6778253563530323,-0.023915676698477606,-0.05348518172869765,0.7355135707814243,0.7115978940829467,-0.0370953478156385,-0.08658588146853985,0.7758706350614526,0.7387752872458141,-0.0608356385828559,-0.15436464756852208,0.06094993089278178,0.13425452526440274,0.12178556947563768
-0.26071913118351875,-0.5955489006028849,0.8495771371892094,0.5888580060056906,-0.012259702187050081,-0.02752029632223474,0.733124482977404,0.7208647807903539,-0.0415642997244432,-0.09636531523669767,0.7731130286904196,0.7315487289659764,-0.0764641084987897,-0.1963618044902029,0.14269072296028584,0.3028217808759843,0.21915483145907555
-0.21262733366046405,-0.45425946802963124,0.7667047102522773,0.5540773765918132,0.022610775994561627,0.05162070574712807,0.7296495987347248,0.7522603747292864,-0.010975373403291244,-0.025719919672018143,0.7660316527504856,0.7550562793471943,-0.0006730575017916962,-0.0015906240408489758,0.2009789027553811,0.4269489243167641,0.2016519602571728
-0.13312317753097114,-0.3298947588706649,0.8552947346750894,0.7221715571441183,-0.028702306440068104,-0.0627806918692475,0.7165246785536762,0.6878223721136081,0.013475928338247622,0.03111260739772348,0.7429912941890744,0.756467222527322,-0.11230344048601504,-0.28284853736808957,0.03429566538320372,0.0781588289002988,0.14659910586921876
-0.21972103641489826,-0.5115255515499411,0.8496264034320147,0.6299053670171164,0.008688123781350199,0.01943406552493343,0.7195521916785285,0.7282403154598787,-0.061404314131593196,-0.14096119957713693,0.7748966156575787,0.7134923015259855,-0.07472978777443595,-0.19223507301576825,0.08358693450886912,0.17832927895703587,0.15831672228330507
-0.13423702881647448,-0.310262360683617,0.8117325856861554,0.6774955568696809,0.02291666756623445,0.0517444118363275,0.7204376978327168,0.7433543653989513,-0.10294358557966221,-0.2327952712049941,0.7813530598076981,0.6784094742280359,-0.03037952587845727,-0.07551118594364725,0.0009139173583549987,0.001955903534975656,0.03129344323681227
-0.1388212749734521,-0.3260228101775293,0.8249710871188741,0.686149812145422,0.016834835308438767,0.03832446380975174,0.7303213761705072,0.747156211478946,-0.07855183302161883,-0.18488775521111078,0.8007891547151474,0.7222373216935286,-0.02418193240372668,-0.0620328874499676,0.03608750954810658,0.07910216751645094,0.06026944195183326
-0.14005568801155932,-0.33443119571947855,0.8363951649509181,0.6963394769393588,0.00983411600536499,0.022117029095373386,0.7237329135570695,0.7335670295624345,0.030927809857360433,0.07219221310814383,0.7420226936638512,0.7729505035212116,-0.09437247128706694,-0.232702011102206,0.07661102658185281,0.17392139772541637,0.17098349786891975
-0.08392114049695776,-0.19334424416448215,0.7878139127105331,0.7038927722135754,-0.0029432748958411192,-0.006679355706292522,0.7377427016620991,0.734799426766258,-0.02264748525532534,-0.05157249558825816,0.7502303630136192,0.7275828777582939,-0.03758354969691391,-0.08924086604408688,0.02369010554471851,0.05253088253213711,0.06127365524163242
-0.23285016422733584,-0.548536698047563,0.8622587975005667,0.6294086332732308,0.010488452461624553,0.023937953499373776,0.7355995061029358,0.7460879585645603,-0.08184961404871727,-0.189830111192824,0.7918430312341161,0.7099934171853989,-0.07041576626645052,-0.18707332043409242,0.08058478391216806,0.17163326642064658,0.15100055017861858
-0.2068008250561887,-0.484485461742562,0.8493722042347106,0.6425713791785219,-0.03356517824855443,-0.07447740591623897,0.7329593245683367,0.6993941463197823,-0.04768172332504539,-0.10870930135258439,0.7631236566841534,0.715441933359108,-0.08624854755055722,-0.21945952454485385,0.07287055418058608,0.15631663584512379,0.1591191017311433
-0.08678136242286416,-0.21274022786635483,0.8298092673900902,0.743027904967226,0.06949571821338496,0.1538430285007184,0.6780124352941947,0.7475081535075797,-0.0713104226277228,-0.16761159714484686,0.7965903306126126,0.7252799079848898,-0.03321893677747756,-0.08530720177712636,-0.0177479969823362,-0.040178571055618395,0.015470939795141359
-0.14341839229551434,-0.3506381771608491,0.8519118905771094,0.708493498281595,-0.004524053077654466,-0.010442470378733582,0.7518682139410798,0.7473441608634254,-0.049692885718723545,-0.11575486368925425,0.7803487809518659,0.7306558952331423,-0.07156310962524348,-0.18553800708224966,0.022162396951547314,0.0493453063893452,0.0937255065767908
