interface,pred_low_geom_time,pred_high_geom_time,diff_time_s_high_minus_low,estimate_log,SE,z,p,CI_low_log,CI_high_log,TR,TR_CI_low,TR_CI_high,pct_change,diff_time_CI_low_boot,diff_time_CI_high_boot,TR_CI_low_boot,TR_CI_high_boot
chatbot,147.48572650371577,198.6106762331723,51.124949729456546,0.2976151060032566,0.1586300366136529,1.876158591125494,0.06063350622983653,-0.013294052625773212,0.6085242646322864,1.3466433731685121,0.9867939230094188,1.8377174121301914,34.66433731685121,-6.9271170117002265,101.83469463823036,0.96322096288163,1.841731305238519
dashboard,148.84725088749704,219.06338029085904,70.216129403362,0.3864404773882,0.1344255628635007,2.8747543931104973,0.0040434189345904675,0.12297121557421359,0.6499097392021864,1.4717327930794868,1.1308518695572904,1.9153679385731568,47.173279307948675,21.21771274458206,112.09807578641347,1.108426193377187,1.925965602724345
