delta_dashboard,delta_chatbot,did_ratio_of_TR,did_diff_time_s,estimate_log,SE,z,p,CI_low_log,CI_high_log,TR,TR_CI_low,TR_CI_high,pct_change,did_ratio_CI_low_boot,did_ratio_CI_high_boot,did_diff_CI_low_boot,did_diff_CI_high_boot
1.4717327930794868,1.3466433731685121,1.0928897898310317,19.091179673905458,0.08882537138494337,0.207927199921554,0.42719457299696756,0.6692376138273917,-0.318704451867562,0.4963551946374488,1.0928897898310317,0.7270904077663949,1.6427229405846666,9.288978983103169,0.7189607323432466,1.6429865378456496,-52.019874299189894,87.62776200375234
