model,adj_mean_chatbot,adj_mean_dashboard,diff_prob,diff_prob_CI_low_boot,diff_prob_CI_high_boot,cohens_h,cohens_h_CI_low_boot,cohens_h_CI_high_boot,logit_effect,p_value,OR,OR_CI_low,OR_CI_high
additive_adjusted,0.7567003881566868,0.7306804126875299,0.02601997546915691,,,0.05961462563630615,,,0.16482727616795284,0.20047940272319242,1.1791894270041492,0.9161977984739795,1.5176719558531708
full_interaction_adjusted_standardized,0.7574322095499788,0.7295739177185417,0.027858291831437065,-0.012494798074452996,0.06854850154595478,0.06381378334665921,-0.028792466952089233,0.15689527654931387,,,,,
