term,Estimate_log,SE_robust,z,p,CI_low_log,CI_high_log,TR_or_ratioTR,TR_or_ratioTR_CI_low,TR_or_ratioTR_CI_high,% change
Intercept,4.353996914210181,0.13820626404276454,31.503614864105895,7.750650819217934e-218,4.083117614248529,4.624876214171833,77.78875739180339,59.33015034110387,101.99014736641678,7678.875739180338
"C(dl_ord, Treatment(reference='low'))[T.medium]",0.27287661959319887,0.14682526890842132,1.858512649913136,0.06309624868935149,-0.014895619487715506,0.5606488586741132,1.3137381452781962,0.9852147714587035,1.7518088079451197,31.373814527819622
"C(dl_ord, Treatment(reference='low'))[T.high]",0.2861924343191199,0.15181207968917415,1.8851756388890872,0.059406128674249,-0.011353774289786067,0.5837386429280258,1.3313486277700053,0.988710436563928,1.7927282884006155,33.13486277700053
"C(task_code, Treatment(reference='T1'))[T.T2]",0.6563625494215285,0.04706843335490377,13.944856512908478,3.381273614071466e-44,0.5641101152371933,0.7486149836058636,1.9277674070646356,1.7578827733912723,2.1140699664354305,92.77674070646356
"C(task_code, Treatment(reference='T1'))[T.T3]",1.2682438563889562,0.05466830499277376,23.198887482547647,4.672483098803828e-119,1.1610959475072684,1.375391765270644,3.5546046815719574,3.1934311919544562,3.9566264881756306,255.46046815719575
iface_dash,0.03451130678971922,0.18194574087684998,0.18967911325320996,0.8495605888784639,-0.3220957924693639,0.39111840604880227,1.0351137321232529,0.7246287730255883,1.4786335822084362,3.511373212325286
"iface_dash:C(dl_ord, Treatment(reference='low'))[T.medium]",-0.026686612284888927,0.19849297998532245,-0.1344461264416619,0.8930498090737471,-0.4157257042401507,0.3623524796703728,0.9736663287825983,0.6598612428042745,1.436705262118543,-2.633367121740171
"iface_dash:C(dl_ord, Treatment(reference='low'))[T.high]",0.028057062936715487,0.20236149008124216,0.13864823255378977,0.8897281272964648,-0.3685641694803785,0.4246782953538095,1.0284543693736357,0.6917268204232861,1.5290984224617405,2.8454369373635657
