term,Estimate_log,SE_robust,z,p,CI_low_log,CI_high_log,TR_or_ratioTR,TR_or_ratioTR_CI_low,TR_or_ratioTR_CI_high,% change
Intercept,4.357723669065599,0.10481077169127909,41.577059292162325,0.0,4.152298331358842,4.563149006772357,78.0791978852164,63.57996031822023,95.8849472677594,7707.91978852164
"C(dl_ord, Treatment(reference='low'))[T.medium]",0.2593583071798855,0.10020458812864934,2.588287742342736,0.00964543713106139,0.06296092336206294,0.4557556909977081,1.296098122902103,1.0649852223762442,1.5773649332355526,29.609812290210293
"C(dl_ord, Treatment(reference='low'))[T.high]",0.30188178859158127,0.10179107735686714,2.9656999064193066,0.0030199500756067257,0.10237494302459108,0.5013886341585715,1.3524013479918306,1.1077987552851767,1.6510123317292327,35.24013479918307
"C(task_code, Treatment(reference='T1'))[T.T2]",0.6568616207575225,0.04713703182225058,13.93515024947874,3.8738432121796807e-44,0.564474736047793,0.7492485054672521,1.9287297406365416,1.7585238509010435,2.1154097003062113,92.87297406365415
"C(task_code, Treatment(reference='T1'))[T.T3]",1.267737385010559,0.054675852101106905,23.18642209116836,6.242193566284968e-119,1.1605746840683508,1.3749000859527674,3.55280483186388,3.19176700680651,3.9546815749388204,255.280483186388
iface_dash,0.026119648727267387,0.05842478991050069,0.4470644869631427,0.6548284993813436,-0.08839083530163308,0.14063013275616787,1.0264637562084173,0.915403034977996,1.1509988524724741,2.6463756208417344
