term,Estimate_log,SE_robust,z,p,CI_low_log,CI_high_log,TR_or_ratioTR,TR_or_ratioTR_CI_low,TR_or_ratioTR_CI_high,% change
"iface_dash:C(dl_ord, Treatment(reference='low'))[T.medium]",-0.026686612284888927,0.19849297998532245,-0.1344461264416619,0.8930498090737471,-0.4157257042401507,0.3623524796703728,0.9736663287825983,0.6598612428042745,1.436705262118543,-2.633367121740171
"iface_dash:C(dl_ord, Treatment(reference='low'))[T.high]",0.028057062936715487,0.20236149008124216,0.13864823255378977,0.8897281272964648,-0.3685641694803785,0.4246782953538095,1.0284543693736357,0.6917268204232861,1.5290984224617405,2.8454369373635657
