contrast,estimate,SE,df,asymp.LCL,asymp.UCL,z.ratio,p.value,lower.CL,upper.CL,supports_h4_higher_mwl,ci_excludes_zero
mid_minus_easy,0.4152163334800461,0.12722264210206444,Inf,0.11064789820816406,0.7197847687519281,3.263698400061041,0.0010996815966104565,0.11064789820816406,0.7197847687519281,TRUE,TRUE
hard_minus_easy,1.5358998282291014,0.14225524720535157,Inf,1.1953436400013013,1.8764560164569015,10.796788578293803,1.0693606644257338e-26,1.1953436400013013,1.8764560164569015,TRUE,TRUE
hard_minus_mid,1.1206834947490554,0.1339405789382864,Inf,0.8000324543948013,1.4413345351033096,8.367019939979611,1.1818740138627698e-16,0.8000324543948013,1.4413345351033096,TRUE,TRUE
