term,Estimate_logit,SE_robust,z,p,CI_low_logit,CI_high_logit,OR,OR_CI_low,OR_CI_high
"C(task_code, Treatment(reference='T1'))[T.T2]",-0.42973921581318025,0.20612613358420157,-2.084836155128451,0.037084175608944725,-0.8337390139107075,-0.02573941771565308,0.6506787593305646,0.43442193621246594,0.9745890171551921
"C(task_code, Treatment(reference='T1'))[T.T3]",-2.181317421160355,0.17432626315717273,-12.512844488576441,6.35085697110815e-36,-2.5229906185078654,-1.8396442238128448,0.11289270539027718,0.0802193422093152,0.15887393961771942
