adj_mean_chatbot,adj_mean_dashboard,diff_prob_chatbot_minus_dashboard,diff_prob_CI_low_boot,diff_prob_CI_high_boot
0.7558318041790284,0.7297624721453635,0.026069332033664905,-0.013183416695002642,0.0671313292841742
