model,adj_mean_chatbot,adj_mean_dashboard,diff_time,diff_time_CI_low_boot,diff_time_CI_high_boot,ratio_time,ratio_time_CI_low_boot,ratio_time_CI_high_boot,log_effect,p_value,TR,TR_CI_low,TR_CI_high
additive_adjusted,213.60219057916174,221.6149624852949,-8.012771906133167,,,0.9638437232925333,,,-0.036826110280367856,0.5388316214870075,0.9638437232925334,0.857041851641241,1.083954909729767
full_interaction_adjusted_standardized,223.1742404031139,212.49543863817922,10.67880176493469,-15.94893398558111,37.398009997876805,1.0502542634955931,0.9282647891976513,1.1840962384497216,,,,,
