no.par,AIC,logLik,LR.stat,df,Pr(>Chisq),item_key,effect
10,1389.4309090078277,-684.7154545039139,NA,NA,NA,r1,interface_x_complexity_interaction
12,1388.841210643841,-682.4206053219204,4.589698363986827,2,0.10077659104679786,r1,interface_x_complexity_interaction
10,1451.6526174309238,-715.8263087154619,NA,NA,NA,r2,interface_x_complexity_interaction
12,1452.7342009914705,-714.3671004957353,2.9184164394532672,2,0.232420227646385,r2,interface_x_complexity_interaction
10,1385.4146457487636,-682.7073228743818,NA,NA,NA,r3,interface_x_complexity_interaction
12,1388.5951542690204,-682.2975771345102,0.819491479743192,2,0.6638190113878539,r3,interface_x_complexity_interaction
